Time(s),Energy_Wh
398,146.7553
399,147.0919
400,147.4286
401,147.7652
402,148.1018
403,148.4384
404,148.7751
405,149.1110
406,149.4469
407,149.7828
408,150.1183
409,150.4537
410,150.7892
411,151.1246
412,151.4589
413,151.7933
414,152.1276
415,152.4620
416,152.7963
417,153.1307
418,153.4650
419,153.7994
420,154.1337
421,154.4659
422,154.7982
423,155.1304
424,155.4627
425,155.7949
426,156.1272
427,156.4594
428,156.7917
429,157.1227
430,157.4536
431,157.7841
432,158.1141
433,158.4441
434,158.7741
435,159.1040
436,159.4340
437,159.7640
438,160.0940
439,160.4240
440,160.7540
441,161.0840
442,161.4140
443,161.7440
444,162.0730
445,162.4006
446,162.7274
447,163.0542
448,163.3810
449,163.7073
450,164.0326
451,164.3579
452,164.6818
453,165.0056
454,165.3295
455,165.6533
456,165.9771
457,166.3010
458,166.6244
459,166.9479
460,167.2709
461,167.5939
462,167.9170
463,168.2400
464,168.5630
465,168.8861
466,169.2091
467,169.5321
468,169.8551
469,170.1778
470,170.4993
471,170.8208
472,171.1423
473,171.4638
474,171.7853
475,172.1068
476,172.4276
477,172.7484
478,173.0691
479,173.3889
480,173.7087
481,174.0280
482,174.3472
483,174.6665
484,174.9848
485,175.3030
486,175.6207
487,175.9384
488,176.2560
489,176.5733
490,176.8906
491,177.2079
492,177.5252
493,177.8411
494,178.1569
495,178.4728
496,178.7887
497,179.1046
498,179.4205
499,179.7363
500,180.0522
501,180.3673
502,180.6824
503,180.9975
504,181.3108
505,181.6241
506,181.9370
507,182.2498
508,182.5627
509,182.8755
510,183.1884
511,183.5012
512,183.8140
513,184.1269
514,184.4397
515,184.7526
516,185.0654
517,185.3782
518,185.6906
519,186.0029
520,186.3153
521,186.6271
522,186.9390
523,187.2508
524,187.5627
525,187.8745
526,188.1864
527,188.4982
528,188.8101
529,189.1219
530,189.4338
531,189.7456
532,190.0575
533,190.3693
534,190.6812
535,190.9930
536,191.3049
537,191.6167
538,191.9281
539,192.2394
540,192.5508
541,192.8622
542,193.1728
543,193.4342
544,193.6956
545,193.9569
546,194.2183
547,194.4787
548,194.7383
549,194.9978
550,195.2574
551,195.5160
552,195.7745
553,196.0331
554,196.2916
555,196.5502
556,196.8088
557,197.0673
558,197.3252
559,197.5830
560,197.8409
561,198.0987
562,198.3566
563,198.6144
564,198.8723
565,199.1296
566,199.3869
567,199.6441
568,199.9014
569,200.1587
570,200.4159
571,200.6732
572,200.9305
573,201.1878
574,201.4450
575,201.7016
576,201.9581
577,202.2134
578,202.4687
579,202.7240
580,202.9792
581,203.2345
582,203.4898
583,203.7448
584,203.9998
585,204.2548
586,204.5098
587,204.7648
588,205.0198
589,205.2748
590,205.5297
591,205.7847
592,206.0397
593,206.2947
594,206.5497
595,206.8047
596,207.0597
597,207.3147
598,207.5697
599,207.8247
600,208.0791
601,208.3334
602,208.5878
603,208.8422
604,209.0966
605,209.3510
606,209.6054
607,209.8595
608,210.1135
609,210.3676
610,210.6216
611,210.8757
612,211.1297
613,211.3837
614,211.6378
615,211.8918
616,212.1459
617,212.3999
618,212.6540
619,212.9080
620,213.1621
621,213.4161
622,213.6702
623,213.9242
624,214.1783
625,214.4320
626,214.6858
627,214.9395
628,215.1932
629,215.4470
630,215.7007
631,215.9545
632,216.2082
633,216.4620
634,216.7157
635,216.9694
636,217.2232
637,217.4762
638,217.7293
639,217.9823
640,218.2347
641,218.4871
642,218.7394
643,218.9918
644,219.2441
645,219.4965
646,219.7483
647,220.0001
648,220.2520
649,220.5038
650,220.7550
651,221.0062
652,221.2574
653,221.5086
654,221.7598
655,222.0110
656,222.2616
657,222.5122
658,222.7627
659,223.0133
660,223.2639
661,223.5144
662,223.7650
663,224.0156
664,224.2661
665,224.5167
666,224.7673
667,225.0179
668,225.2684
669,225.5190
670,225.7696
671,226.0201
672,226.2707
673,226.5213
674,226.7718
675,227.0224
676,227.2730
677,227.5235
678,227.7741
679,228.0247
680,228.2752
681,228.5255
682,228.7757
683,229.0253
684,229.2748
685,229.5243
686,229.7738
687,230.0227
688,230.2716
689,230.5205
690,230.7694
691,230.9690
692,231.1687
693,231.3683
694,231.5680
695,231.7676
696,231.9672
697,232.1669
698,232.3665
699,232.5662
700,232.7658
701,232.9655
702,233.1651
703,233.3648
704,233.5644
705,233.7641
706,233.9637
707,234.1634
708,234.3630
709,234.5627
710,234.7623
711,234.9620
712,235.1616
713,235.3613
714,235.5609
715,235.7599
716,235.9588
717,236.1577
718,236.3567
719,236.5556
720,236.7546
721,236.9535
722,237.1525
723,237.3514
724,237.5504
725,237.7493
726,237.9483
727,238.1472
728,238.3454
729,238.5437
730,238.7419
731,238.9402
732,239.1377
733,239.3353
734,239.5329
735,239.7298
736,239.9268
737,240.1237
738,240.3207
739,240.5176
740,240.7145
741,240.9115
742,241.1084
743,241.3054
744,241.5023
745,241.6993
746,241.8962
747,242.0931
748,242.2901
749,242.4870
750,242.6832
751,242.8794
752,243.0756
753,243.2717
754,243.4679
755,243.6641
756,243.8603
757,244.0564
758,244.2526
759,244.3999
760,244.5471
761,244.6944
762,244.8416
763,244.9397
764,245.0378
765,245.1359
766,245.2339
767,245.3320
768,245.3810
769,245.4300
770,245.4790
771,245.5281
772,245.5281
