Time,Tupper_H0,Tlower_H0,Tupper_H1,Tlower_H1,Tupper_H2,Tlower_H2,Tupper_H3,Tlower_H3,Tupper_H4,Tlower_H4,Tupper_H5,Tlower_H5,Tupper_H6,Tlower_H6,Tupper_H7,Tlower_H7,Tupper_H8,Tlower_H8,Tupper_H9,Tlower_H9,Tupper_H10,Tlower_H10,Tupper_H11,Tlower_H11,Tupper_H12,Tlower_H12,Tupper_H13,Tlower_H13,Tupper_H14,Tlower_H14,Tupper_H15,Tlower_H15
1165,0.58,0.00,0.66,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1166,0.58,0.00,0.66,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1167,0.58,0.00,0.66,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1168,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1169,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1170,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1171,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1172,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1173,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1174,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1175,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1176,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1177,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1178,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1179,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1180,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1181,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1182,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1183,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1184,0.58,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1185,0.59,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1186,0.59,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1187,0.59,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1188,0.59,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1189,0.59,0.00,0.69,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1190,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1191,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1192,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1193,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1194,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1195,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1196,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.59,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1197,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1198,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1199,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1200,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1201,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1202,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1203,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.88,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1204,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1205,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1206,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1207,0.59,0.00,0.73,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1208,0.59,0.00,0.74,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1209,0.59,0.00,0.74,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1210,0.59,0.00,0.74,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1211,0.59,0.00,0.74,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1212,0.59,0.00,0.74,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1213,0.59,0.00,0.74,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1214,0.59,0.00,0.74,0.00,0.71,0.00,0.72,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1215,0.59,0.00,0.74,0.00,0.71,0.00,0.75,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1216,0.59,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1217,0.59,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1218,0.59,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1219,0.59,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1220,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1221,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1222,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1223,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1224,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1225,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1226,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1227,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1228,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1229,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1230,0.63,0.00,0.74,0.00,0.71,0.00,0.77,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1231,0.63,0.00,0.74,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,0.97,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1232,0.63,0.00,0.74,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1233,0.63,0.00,0.74,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1234,0.63,0.00,0.74,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1235,0.63,0.00,0.74,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1236,0.63,0.00,0.78,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1237,0.63,0.00,0.78,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1238,0.66,0.00,0.78,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1239,0.66,0.00,0.78,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1240,0.66,0.00,0.78,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1241,0.66,0.00,0.78,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1242,0.66,0.00,0.78,0.00,0.71,0.00,0.80,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1243,0.66,0.00,0.78,0.00,0.71,0.00,0.82,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1244,0.66,0.00,0.78,0.00,0.71,0.00,0.82,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1245,0.66,0.00,0.78,0.00,0.71,0.00,0.82,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1246,0.66,0.00,0.78,0.00,0.71,0.00,0.82,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1247,0.66,0.00,0.80,0.00,0.71,0.00,0.82,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1248,0.66,0.00,0.80,0.00,0.71,0.00,0.82,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1249,0.66,0.00,0.80,0.00,0.71,0.00,0.82,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1250,0.66,0.00,0.80,0.00,0.71,0.00,0.82,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1251,0.66,0.00,0.80,0.00,0.71,0.00,0.85,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1252,0.66,0.00,0.80,0.00,0.71,0.00,0.85,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1253,0.66,0.00,0.81,0.00,0.71,0.00,0.85,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1254,0.66,0.00,0.81,0.00,0.71,0.00,0.85,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1255,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1256,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1257,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1258,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1259,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1260,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1261,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1262,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1263,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1264,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.61,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.90,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1265,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.66,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.95,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1266,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.66,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.95,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1267,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.66,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.95,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
1268,0.66,0.00,0.81,0.00,0.71,0.00,0.87,0.00,0.66,0.00,0.90,0.00,0.90,0.00,0.89,0.00,0.90,0.00,0.95,0.00,1.00,0.00,0.95,0.00,1.00,0.00,0.95,0.00,0.95,0.00,0.85,0.00
